content,labels
26만원이 없어요?네ㅋㄱㅋㄱㄱㄱㄱㄲ,0
울었다,0
보톡스 맞으면 관자놀이 근육 커짐,0
저 여자들 중에 제대로 정치할 사람이 얼마나 있을지?????,0
댓글에 좆초딩 2명 검거,1
재앙보다야 허본좌지 ㅋㅋ,0
국민 엠씨 가즈아,0
혼자 잠시 생각하고 금방 잊는게 그런 시선이고 그걸 굳이 기억하고 있다가 커뮤에 글싸서 공감유도 하는 순간부터 ㄹㅇ 열등감이지,0
우린안팔아먹어도54존데,0
깨끗하게 마무리해라..더티하게 뭐하는짓이야~애들이 커서 이내용을 알면 참 잘했어요 하겠다~~,0
진짜 기대된다!! 파이팅!!!,0
대선 스텍쌓냐??,0
NC는 번돈 대체 다 어따쓴거냐 ㅋㅋ,0
쥐새끼 하나가한국군을 당나라군대로 만드는구나.참다운 군인이 한사람도없나?,0
햐야면 네일도 웬만하면 다잘어울리더라,0
근---본,0
"오지말고, 거기서 죽어라!",0
그래 씨발년아 내가 저 본문쓴새끼 처지가 하도 딱하고 맘이 아파서 좀 오바했다,1
쏘니라고 불리는게 전 별로네요..일본브랜드라서...손 흥민님 괜히 최고가 된게 아니더군요~ 본받고싶어요!!,0
거의 다 하셨네,0
히잌! 기저귀 찬 년들이 군대 군대 주댕이 털고 자빠졌노ㅋ( ),1
싸따나,0
그님티는 시발 진짜 좆밥들이 아는척 존나하니까 할수밖에 없지 얼마전에 철갤에서 프로게이머한테 이론으로 빡빡 개기다가 십선승 붙은일도 생겻는데,1
사막은 부품이 태양열로 녹아서 안돼. 관리비 곱창나.,0
엉덩이엉덩이안의,0
화끈하게 뿌리시길~~ 그와중에 잘생김 뚝뚝..,0
와꾸는 하얘도 주근깨 존나 많아서 좆같아,1
플립 오브도 가성비 나쁘지않음,0
사람이 저렇게 단기간에 찌우고 빼고 하는데 난 왜 근 10년이 지나도록 빼는거 하나가 어려운걸까..,0
ㅉㅉ ㅂㅅ들 이명박이나 박근혜가 이런 기사났으면 간첩잡았다고 국방대단하다고 빨아줬을거면서,0
롤갤 보고 왔는데 지들이 카톡 유출시켜놓고 쵸비가 개인정보 유출했으니 쵸비가 잘못한거임 이러는 애도 있더라 사람임 ㅋㅋ?,0
삼일한 시급한 피싸개년들 존나많네 몰려와서 쿵쾅쿵쾅거리면 다되는줄아나 죽통 빠개기 전에 개짖는소리 그만내 꼴페미새끼들아,2
옛날에 pc방에 가면 항상 튀김우동 먹었는데. ㅋㅋㅋ,0
응원안한다 이용진 너무 건방져 보인다 주변에 꼭 용진이처럼 근거없는 자신감으로 뭉친애들 꼭있다 난 그런애들 보면 성실히 아구창을 날린다 용진이 만나면 명치 존나 쎄게 한대 쳐맞는다 기대해라,0
근데 댓글이랑 좋아요 좆도없네.. 이상한데 광고했노..ㅠ,0
결혼해라 어차피 소시 끝났잖아.,0
ㅈㄴ웃기네 ㅋㅋㅋ,0
이미 채팅창에 입력되서 캬 가 올라오는데 뭔 유튜브에 올릴려고 캬를 안보이게 설정해 미친놈인가 ㅋㅋ,0
새봄님이 고소하면 큰일날거같다냥,0
맛서인 수준 ㅋㅋㅋ,0
"와캬퍄쩝컽어,,아,,2400넌좀나가라그런방아닙니다그렇게됐습니다불만없제가버렷몰라레후",0
근데 장난 농담 때리노 ㅅㅂ련아 표현 같은 소리 하고 있다 표현은 ㅅㅂ 에로DVD 작가한테 가서 표현배우고,0
ㅇㅇ 요리갖다 바쳐야 되서 극한직업이다,0
쌍도 출신임?,0
대동아독일권,0
이제 연예인 아니다..그냥 개다,0
조센징이 또..,1
무슬림 테러단체 ㅈㄴ 많을텐데 못가게 막아야함 ㅋㅋㅋ 꼬우묜 느그나라로 돌아가든가,0
이래도 전작권 반환 해야하냐? ㅋㅋ,0
"무기 낫 쓰는 캐릭 나왓음 좋겟다, 그럼 야스한캐릭 많이나올텐대",0
"아직까지 그건 좀 그렇고, 본문에 적힌 대로 소염기, 소음기, 핸드건 바렐 같은 물품 위주로 시작할 예정입니다.",0
반?필수,0
와 미쳤누 오졌다리오졌다 개추,0
당연히 되지 앞으로는 전화로 연장하자 ㅋㅋ,0
홍어새끼들 이때다 싶어 튀어나와서 발작하는거봐ㅋㅋ,2
이재명 봐라 얘는 중학교 다닐 나이에 공장 다닐 정도로 씹 흙수저에다가 공장 다니다가 몸 일부 부분이 장애가 됐는데도 자기가 열심히 공부해서 사법시험까지 합격했다 흙수저를 탈출할 거면 이 정도 노력은 있어야지 ㅇㅇ;;,0
병신추,1
찍어먹어라 헬스크림,0
실력있는 전문의를 고용할 생각이 없이 몸값 후려쳐서 아무나 데려다놓고 일 시키는 국방부/정부가 잘못된거지ㅋㅋㅋ,0
군병원 군의관들 수술실에서 책보면서 수술해ㅋㅋㅋ 장난아님,0
성실히 먹을것 안먹고 절약해서 빚갚는사람은 등신,0
그건 요금이 위험함,0
군인을 수행할 신체능력이 될까?,0
달다 달어,0
베라 왔다 ㅋㅋㅋ,0
여대생들도 다를거 없음. 백팩에 책넣고 다니면 되는데 굳이 핸드백에 전공책은 제목 바깥쪽으로 들고다니자너. 나 이런거 배운다 = 나 이런데 다닌다 같은심리,0
그러면 안되,0
님 이렇게 팩폭하면 또 댓글로 '캬' 도배하면서 쿨찐짓함 이럴필요없음,0
존잘이라서..,0
한남새기가 궁둥이 평가하는게 괜찮아서 헬스질 하긔?,1
팀합 이거의 절반만 맞췄어도 이미 롤드컵 들었겠다ㅋㅋㅋ,0
병신새끼,1
완봉아니라 완투다,0
월 400이 여기서 이러고 있겠냐ㅋㅋㅋ,0
약쟁이 엔터테이먼트도 한번 탈탈털지 어찌아냐 그쪽은블랙핑크/위너/아이콘 다 약쟁이들일수도 잇잖아,0
족고수,0
이 병신은 이걸 강호동처럼 전업으로 돌린거랑 같다고 보고있네,1
중간중간 개소리는 정말 눈에 하나도 안들어와 ㅋㅋ,0
페이커는 근데 존나 오래참긴한거지 5년넘게 참았으니,0
"머선,,,머선일이고",0
이 부부가 너네한테 죄 졌니? 이휘재만큼 너네가 오랜기간 동일하게 일 할 수 있는지 묻고싶다.. 본인이 일 해한 돈으로 사는데 왜 그렇게들 꼬여있냐..연예인이라 돈 많이 벌어서? 욕하는 너넨 연예인 할만큼 노력도 못해,0
무현이 응디에 싼다,2
하긴 뭐 일부러 로우급 사는 사람들도 있기는 하더라,0
난 진짜 왜 자꾸 안궁금한 타갤 뒷담을 쳐하시는지 모르겠긔,0
여성친화도시로 <<<머노이건ㅋㅋ,0
전라도에선 다들 하는거임 ㄹㅇ ㅋㅋ,0
혹시 제 삼촌이 되어 주실 순 없나요?,0
문제인?,0
이거랑 남녀화장실 변기 소변기 갯수 맞추게 하는것도 존나 애미뒤진 법임 ㅅㅂ ㅋㅋㅋ,0
이렇게 집착힐정도면 사랑임,0
어린 나무 좆마니 나무 이식 작업은 전세계 어디서나 똑같이 한단다 무식한 새끼야 ㅋㅋ무식한 새끼가 경험까지도 없어서 과수농원 구경이라도 한번 해봤어야 알지 ㅋ,1
맞지 데자이어각성의 메리트를 확실하게 모르니 죽는다는 패널티를 잘 모를수도있겠다,0
피 자체가 없는 rh-라.. 보통 저러면 자기가 쓸 피 미리 뽑아두기 까지 한다는데 생후 6개월..,0
참 꼬인 사람들이 많네요 한녀들 종특인 듯...행복하세요,1
애시당초 길고냥이를 뭐 어떻게 '학대' 하는게 가능함. 사람 보면 휙휙 도망쳐서 근처에 접근하기도 힘든데. 걍 말을 저렇게 쓴거지 진짜 의도는 캣맘이 자기자신을 합리화하는 것임.,0
믓지네,0
진짜 잘하네ㅋㅋ 욕 할수가 없다,0
왤케 연예인들 물고 뜯냐 ㅋㅋ본인 인생들 챙겨요,0
그래서 그런가 두환햄이 역대대통령중에 제일 장수 ㅋㅋㅋ,0
학교에서 교사가 애들한테 틀어주는게 지들끼리?ㅋㅋ,0
우측은 더이상 가망없는 노답임.,0
걸프전:???,0
대의를 위한 희생,0
2째짤 옷 저건 똥 어케싸노?,0
머리감고 머리잘근잘근씹우면 향긋한샴푸맛이남,0
잘했다 이쁘다,0
저런노믜 새끄이   지구에서 아니 우주에서 좀 사라지게하면 안되나,0
ㅋㅋㅋ 너무 사실이라 이건 P들도 지랄 못하겠노,1
그냥 애매하게 2가지 좀 하는느낌이라 엄청 잘하는거같지도 않음 홈런도 60홈런이니 뭐니 하더니 후반기 망해서 이제 겨우 40개쳤더만,0
왜 공식 아님??,0
매달 490만 씩이란 뜻 아닐까?,0
흉보임 ㅋㅋㅋㅋ,0
오타니랑 섹스하고싶다,0
다들 신경쓰지 않는 분위기다,0
교사들 코로나 로 완전 날로 먹고 있네 세금으로 월급 쳐 받아먹으면 일 좀 제대로 해라 애들 폭망한 학업성취도 어떻할거야,0
재정신아니네,0
저 새끼 파보면,0
애기 너무 귀엽다 ㅋㅋ 우리 조카 어릴때 보는거같네,0
그래서 첫째부인을 사촌들중에서 확챠돌림,0
십ㅋㅋㅋㅋㅌ,0
언냐들,0
우리 게이는 미래에 내가 군대에 가서 총을 쏴봐야 한다는 상상도 못 하는 잼민이구나?,0
재미에 몰입감 최고던데.너무 비꼬는 분들이 많네요.드라마로써 재미있음 된거지..,0
홍어한마리,1
그냥 퍼컬 집착하던년들이 지금 명박티아이 집착하는거임,0
좆카오는 한결같이 좆카오였는데 프리코네 하나 돌연변이급으로 운영 잘해주니까 그걸로 세탁기 오지게 잘 돌렸음,1
어째 갈수록 재미가 없어지네성훈ㆍ박나래 편만 잼났음,0
예전에 서인영이 방송작가들한테 개폭발한건 이유가 있었네,0
무자헤딘이랑 동업하는거에서 200점 감점이네,0
가격의 신호 효과!,0
저걸로 글씨 잘쓰노,0
네츄럴 비틱 ㄷㄷㄷ,0
ㅋㅋㅋㅋ 유쾌하게 못받네ㅋㅋ 캬 싹다 벤이노,0
조자 들어가는거 치고 정상이 없음,0
여기서 보고 써먹은거 몇개있긴함ㅋㅋㅋ 매듭같은거,0
기사는 좀 그렇고 클레임 ㄱㄱ,0
온냐 짤 속 잦을 보니까 정서가 안정되는 느낌을 받았긔,1
중하하하 근하하하 중하하하 근하하하 중하하하 근하하하 중하하하 근하하하 중하하하 근하하하 중하하하 근하하하 중하하하 근하하하 중하하하 근하하하 중하하하 근하하하 중하하하 근,0
여상진샘 수리논술 천재~^^,0
왜 화내...,0
35그램은 시발 이유식이노?,0
ㅇㅇ 그래서 넌 종북 친일 쓰레기매국노짱깨새끼,2
힐러리 럼프 병신대전,0
개잘추네 씹 ㅋㅋㅋㅋ,0
여성적 남자 여름 방학 잘 밀어줘서 나 스스로 목숨 걸고 있는 감염자 연관 검색어 막눌러도 이래 뜨는뎅..,0
이딴 나라에 국뽕하는 새끼가 아직 있다는게 신기함,0
"프랑스와 독일에서 만든 법 체계는 전 세계 대다수의 국가에 널리 퍼져 근대화의 상징으로 여겨지지만, 조센징들이 뜯어 고친 부분은 아무도 따라하고 싶지 않아 한다",0
그리고 전쟁으로 점령한뒤 괴뢰정부를 세우는 시점에서 이미 내정간섭은 씨게 넘었는데...;;; 임신 시켜놓고 성폭행 걱정하냐,0
정우(쓰레기) 연기에 비하면 진짜 부산사람 맞나싶을 정도로 사투리부터 연기 자체가 너무 어색...,0
님아,0
병신새끼 지 이야기 쳐하고 자빠졌네.,1
어쩔수없지 시발 로판 수익율 보라고 고추새끼들이랑 다르게 지갑 잘여는 쪽으로 기울지,1
서순 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
남의 눈치 때문에 스스로 선택과 책임지지 못한 마음이 불행한 사람들의 표현에 괴로워 할 필요 없어요. 에로스도 엄연히 예술이고 인간의 당연한 본능입니다. 그것에 특화된 국가도 있지만 우리나라는 평균이에요. 자부심 가지세요!,0
강풀도 자기 중도라던데,0
지렿다,0
재밌네 더해봐,0
청소의 신,0
꼭 인생 할 짓 없는 새끼들이 저런 사소한거 하나하나 신겨요ㅡ면서 살더라,1
30년 실종ㄷㄷ,0
분짜도 맛있던데,0
설리엄마는 최자에게 고맙다고 말했는데 그걸 mbc가 편집한겁니다.,0
늙은 죄???,0
잘못없는거맞아ㅋㅋㅋㅋㅋ,0
내마음의 4대보컬 박정현 린 백지영....윤미래~,0
한녀들 수준임,2
손가락이 그거닮앗네 스티븐호킹,0
바이스 순애 못 잃어,0
"기업계에서 사과문의 정석이라 보는 재드래곤 사과문 보면, 그 어디에도 굳이 미사여구 사용을 하거나, ~했는데~때문에~해서(배달 시작한 지 얼마 안돼서, 위생에 철저했지만~) 문맥은 존재하지를 않음 그냥 땅에 도게자 시전함.",0
시발련아 여성이 뜨는데,1
근데 왜 오타니가 잘나가는데 니들이 난리냐?,0
힐러리 ㄹㅇ 개추하네,0
귀찮잖아,0
깔끔하게 정리했네ㅋㅋㅋㅋㅋ,0
갤로그 가관이노 씹덕새끼,1
나두,0
밴 팬츠!,0
그딴 시발놈들 사이에서 너같은놈이 태어난게 용하노 ㅋㅋ 힘내고 집구석 걷어차고나와라,1
페미교사도 문제될거 없다 하니 똑같은거 아니노?,0
제대로 안본 병신이였습네다,0
UH-01? 그거 8개정도 조립부터 렌즈 접착까지 다 해봄 주특기 수준,0
어제 털렸다가 글썰린 띤갤관리한다는 똥픈톡짓같노,0
중국 길림성 연변조선족자치주 연길시 자택에서 검거,0
왜 그랬어...,0
뭔가 이번에 성명문 써도 지들 듣는척만하고 안해줄거같음,0
이 병신아 성실하게 일해서 돈 벌어야지 뭔 갸 ㅗ소리여 이 정신 빠 ㅗ진 놈아 표팔이 새 ㅗ키야,1
싱글벙글 한국 정치 리준석 : 민ㅈ당 쁘락치 윤석열 : 캠프 구성 보면 민ㅈ당 쁘락치,0
충주시 아닌가요?,0
제발 누가 사귀든 결혼하든 내알바아니니까 올리지마,0
딸 부모들이 저렇게 키우는걸...,0
왜 우리학교는 망신살쇡스사건 없지,0
ㅇㅇ 너 이제 물로켓됨,0
이슬람 잡아서 투석형해야함,0
저돈으로 펀드나 더 들으십쇼 에휴......,0
역사적으로 알려진 유명한 종전기자들이랑 비슷한 마인드일 듯,0
ㄴ뭐하는 놈이노,0
스킨없으면 왜함,0
에이미.. 넘 이상한것 같음..,0
와 이번 달은 이거다..,0
나중에 부모 늙어서 힘없을때 주기적으로 때려서 돈뺏자,0
깡옵이면 완벽했는데,0
요즘은 티비 프로그램이 기싸움거네 ㅋㅋ 씹,0
피디 목소리부터 비호감임..이죽거림,0
인물은 참 없다,0
강성노조 금속노조 건설노조새끼들이 딱 그짝인데,0
애기 젖소 뚜루루뚜루,0
정신병도 가지가지네. 명품 사려고 몸파는 년을 위해 국가에 희생한 군인을 내리깔고 들어가네,0
응 안 될줄 알앗어 ~ 쌤통이다ㅎㅎ 실력도 개 거지 같이 없고 쭉 찢어진 눈에 와꾸도 막 빠놔갖고 잘하는건 하나도 없으니..쯧ㅉ,1
유튭이 훨씬 편하긴 하지,0
성매매가 구속인가? 아닌걸로 아는데 벌금아니였나,0
그렇게만 해주면 무슬림 지지한다,0
난 주머니에 넣으면 불편하고 가방은 잘 안 가지고 다녀서 퇴근하고 그냥 집 현관에 걸어둘때까지 안 벗음. 물론 요즘엔 모바일 사원증으로 바껴서 사원증 아예 안 하고 다니지만,0
대리모랑 쇡뜨는지 아는 빡머갈 많아서 놀랐긔 아니 전자는 오해할 수도 있다치는데 후자는 걍 개빡머갈 아니노? 시험관 들어보지도 못 한건가,1
ㄴ믿긴 뭘믿어 이번에 믿은 대가를 혹독히 치르고 있는데 차라리 북한을 믿고 말지,0
로버트 몸체한테 앙앙거리며 범해지는 거 어디,0
메모할 놈들이 머이리 많노ㅋㅋㅋㅋㅋ,0
시계 보는 게 ㅈㄴ 웃기네 ㅋㅋ,0
불륜남녀 성에 미친 늙은이와 욕망을 꿈꾸는 젊은뇬의 불륜일 뿐이지,0
뭘 두려워함 존나 꿀잼이라 종토방가서 놀리는중,0
의대 졸업하고 국시 붙으면 의사이긴함. 수련을 안해서 전문의가 아닐뿐이지,0
이새 나 알아 이새 화질구지야,0
웹툰 남자새끼들은 20 넘고 끊기도 하는데 여자들은 존나 많이 봄,0
아무 죄없는 청소부한테 자식교육 시킨다고 너 공부안하면 저 아저씨처럼 돼.. 이거랑 같은 경우인데 병신들이 7등급이고 기술이고 머고 헛소리고 ㅋㅋㅋ 저 여자가 틀딱마인드 노동은 천하다 무시하는게 문제지,1
